text,category
" В частности, они разработали обобщенные аддитивные модели, а также методы LASSO, CART и MARS",edu_data
 Байесовское мышление помогает лучше рассуждать о неопределённости,edu_data
Но по факту добавили 9 лет,not_edu_data
 А я бешусь,not_edu_data
- Инструмент аналитика данных: Google Colab,not_edu_data
 За 6 недель вы узнаете основы digital-маркетинга и возможности Яндекс,edu_data
" Мы встречались недолго, давно расстались, но сына он обеспечивал",not_edu_data
 В мобильном приложении VK у таких записей вы увидите кнопку с буквами,not_edu_data
 #Подслушано_зависть@overhearОднажды занимались с молодым человеком сексом,not_edu_data
 В разводе,not_edu_data
"Из за постоянных нервов, и усталости я набрала 26 кг",not_edu_data
"Сохраняйте подборку и пишите в комментарии, по какому языку сделать следующие Q&A?Сегодня расскажем историю Павла, который полтора года пытался стать PHP-разработчиком, а потом прошёл интенсив Хекслета и Rubyroid Labs по Ruby и практически сразу нашёл работу",edu_data
,not_edu_data
 Каждый день с 1 по 20 декабря в полдень открывается модуль с теорией или с практикой,edu_data
,not_edu_data
" Расширяемость  один доклад, в котором Александр Коротков из Postgres Professional решил осветить тему расширяемости индексов",edu_data
,not_edu_data
,not_edu_data
Прочитайте больше об [ VK] 👈 По ссылке — подарок: подписка VK Combo за 75 рублей в месяц,not_edu_data
" Парень в шоке небось, я с утра тоже в шоке",not_edu_data
" Вместе мы убедимся в том, что во многих случаях появление распределений с тяжёлыми хвостами мало того, что не является чем-то удивительным, а наоборот — должно быть ожидаемым в первую очередь",edu_data
" Это очень важно, когда ты оказываешься в месте, где для тебя почти всё новое и непривычное",edu_data
"Как оказалось, классическая нудная зубрежка портит жизнь и успеваемость многим детям",not_edu_data
" На что он сказал, что сейчас много таких семей, но там все перевёрнуто, и мужчина задавлен и несчастен",not_edu_data
 Ведущий невролог центра реабилитации «Три сестры» Екатерина Данилевич рассказала о профилактике заболеваний,edu_data
" Для участия, пожалуйста, зарегистрируйтесь: , 15 февраля, в 18:30 МСК встречаемся на нашем YouTube канале и продолжаем изучать математическую статистику",edu_data
,not_edu_data
,not_edu_data
 Регистрация открыта до 11 февраля,edu_data
" Мало того, она готова платить ему за любовь 100 тыс",not_edu_data
" Он следит за тем, чтобы программа работала именно так, как ожидается, в разных сценариях взаимодействия",edu_data
" Тяжко найти друзей порядочных, хорошую девчонку",not_edu_data
"Доказать это, однако, так и не удаётся",edu_data
" --------Также в серию C++ In-Depth входят «Новые сложные задачи на С++» и «Стандарты программирования на С++», о которых мы уже рассказывали в Академии: : мы делаем наш первый открытый CTF 🔥 12 февраля пройдёт Yet Another CTF 2022 — соревнование по безопасности, которое мы подготовили вместе с SPbCTF",edu_data
" Навела порчу, чтобы деву уволили",not_edu_data
" У неё, видите ли, насыщений день: 2 пары в универе, с подружками погулять, в комп поиграть, собаку выгулять",not_edu_data
" Настоящий источник вдохновения для оформления аккаунтов бренда в социальных сетях и создания глянцевых образов в повседневных декорациях улиц, офисов и парков",edu_data
"#Подслушано_страшное@overhearСчитаю, что есть отношения для секса, а есть — для жизни",not_edu_data
" Я спрашивала, когда ты уезжаешь? Она ответила что в конце мая",not_edu_data
"Я запуталась и не знаю что делать теперь, стоит сказать ему о своих чувствах или нет?Уже думала может разорвать с ними всё и тупо съехать, но хороший секс держит меня",not_edu_data
"Совместимость знаков в любви!Точность 94%!Жми на ссылку ниже! мальчик родился с синдромом Дауна, он не такой как все дети, он - особенный",not_edu_data
 Частенько игнорирую сообщения с просьбами,not_edu_data
 Подборки и собственные проекты создаёт и редакция VK Видео,not_edu_data
 Мы создали эндаумент-фонд,edu_data
" Зачем так делать?! Я от всего сердца помочь хотела! Теперь желания нет никакого, когда даже от родственников получаешь отношение как к скоту",not_edu_data
" При этом запрещено его трогать, что то спрашивать, о чем то попросить, приставать тоже нельзя",not_edu_data
" Я замужем,мне 44года в браке 26 лет",not_edu_data
 Не считаю нужным согласовывать эту статью расходов с женой,not_edu_data
,not_edu_data
"Подскажите, как мне быть",not_edu_data
"   это то, что мне нравится в программировании — тебе никогда не будет скучно)»",edu_data
"Делимся подборкой приложений, которые наши студенты, выпускники и кураторы используют, чтобы быть эффективными в учёбе и работе:  поговорили с десятью выпускниками CS центра, повседневная рабочая жизнь которых — это фундаментальные и прикладные исследования в разных областях науки",edu_data
" Объясните, почему, когда моему мужу действительно была нужна помощь, она не хотела вдаваться в подробности, а когда ей что-то нужно, то мы должны уходить в ее положение? Как рассказывал мой муж, то его всегда обделяли вниманием, добротой и лаской, все доставалось младшему брату",not_edu_data
 Мы собрали наиболее часто задаваемые вопросы по HTML и ответили на них,edu_data
 Нам с мужем по 35,not_edu_data
" Он подчеркнул, что Пугачева — в первую очередь женщина и забывать об этом не стоит",not_edu_data
Разработчики часто ищут способы повысить свою производительность: автоматизировать рутинные процессы и освободить своё время для решения действительно важных и творческих задач,edu_data
" Перевели статью о сравнении самых популярных форматовhttps:// получить несколько предложений работы Data Science, будучи студентомНаука о данных — одна из самых востребованных областей с приложениями в разных секторах — от СМИ до развлечений, от коммунальных услуг до финансов",edu_data
" Проекты будут обмениваться самыми удачными решениями — а значит, вы сможете ещё раньше пробовать новые возможности",not_edu_data
" То есть будет спрашивать до тех пор, пока не убедится, что вы сообщили всю необходимую информацию",edu_data
"Москвичам особенно повезло: шоу можно будет посмотреть на фасадах кинотеатра «Октябрь» и гостиницы «Космос», а также на Таганской площади",not_edu_data
" Fomin, Łukasz Kowalik, Daniel Lokshtanov, Dániel Marx, Marcin Pilipczuk, Michał Pilipczuk, Saket SaurabhТри главных источника знаний для будущих стажёров в разработке интерфейсов📲Предположим, вы уже какое-то время занимаетесь фронтендом, но хотите получить опыт в технологически насыщенных сервисах, которыми пользуются миллионы людей",edu_data
" Но что-то пошло не так, и уже второй год на этом месте никто не может пройти испытательный срок",not_edu_data
Попробовать шаги из статьи вы можете в учебе на наших программах и курсах:  у многих студентов при изучении профессии или прохождения курса возникают одинаковые вопросы,edu_data
" Её чувствовал и возбудился! Чувствую, что она напряглась, а потом расслабилась",not_edu_data
 По ссылке — документация протокола версии 3,edu_data
academyЧто почитать о дизайне систем ♻Распределённые системы — основа инфраструктуры Яндекса и многих других компаний,edu_data
 обучение против искусственного интеллекта: каково будущее науки о данных?Искусственный интеллект стал универсальным термином для нескольких алгоритмических областей математики и информатики,edu_data
" Она может позвонить и попросить у него денег, хотя она работает и не мужчина тоже",not_edu_data
" Например, коронавирус был высоким мускулистым мужчиной, но его тело состояло будто из ночного неба, даже звёздочки внутри мерцали",not_edu_data
" Англоязычное название «A Tour of C++» лучше передаёт суть: когда вы отправляетесь в тур, то видите много нового, но нигде не останавливаетесь надолго",edu_data
" Она была красивой, харизматичной, доброй, весёлой",not_edu_data
" Вы узнаете, что такое регулярные выражения, нормализация текста, наивный байесовский анализ, классификация сентиментов и логистическая регрессия",edu_data
" ДО снимали хорошую квартиру,решили копить на ипотеку( переехали в квартиру его мамы )",not_edu_data
 Для начала обучения не нужен опыт в разработке!📍Азы перспективной профессии доступны по цене похода в кино или нескольких чашек кофе,edu_data
Хотите начать карьеру в X5 Group? Тогда регистрируйтесь на бесплатную образовательную программу от экспертов компании,edu_data
" Более того, теорема Байеса предоставляет точный способ вычислять имеющуюся неопределённость",edu_data
" Муж последнее время хочет веселится и гулять, ребёнком не занимается вообще",not_edu_data
" Встретила нового парня, вышла замуж",not_edu_data
"В этом поможет интервью с советом CS центра: Евгенией Куликовой (Яндекс), Александром Куликовым (ПОМИ РАН, СПбГУ МКН, JetBrains) и Андреем Ивановым (JetBrains)",edu_data
" Ведь это большой груз — замечать то, что другие не понимают",not_edu_data
" Всё как во сне, год депрессии… И только сейчас я поняла, что чувствую себя намного счастливее, чем живя с мужем",not_edu_data
" Его обратная сторона это "" безработный, с кучей долгов, бедный несчастный, вечные проблемы и я в них виновата, вокруг куча баб всегда, манипулятор от бога, ревнивый до ужаса""",not_edu_data
" О том, почему Алексей считает стажировку одним из основных скачков в IT-карьере, смотрите в записи его полного выступления:  напоминаем, что набор на наши стажировки уже открыт! Мы знаем, что для многих они становятся большим профессиональным бустом, поэтому с нетерпением ждём ваших заявок:  Deep Learning началась примерно десять лет назад",edu_data
 На этот раз участникам предстоит решить задачу по предсказанию свойств двумерных кристаллов различных конфигураций,edu_data
" Наши кураторы - профессиональные фотографы, они дадут качественную обратную связь, подчеркнут достоинства и недостатки ваших работ",not_edu_data
 Также она отменила все запланированные выходы в свет,not_edu_data
"Он себе нашёл другую ,прожил с ней пол года,вдруг узнаёт что я приехала в его город ,встречаемся опять бурный секс,опять говорит что любит меня,что жизнь не удалась у него",not_edu_data
 Просто так,not_edu_data
Она помогает запомнить практически любой объем информации быстро и без усилий,not_edu_data
 Мы собрали наиболее часто задаваемые вопросы по Java и ответили на них,edu_data
" За каждое пожертвование вы получаете подарки — например, скидки на заказы в «Еде ВКонтакте», подписки на онлайн-кинотеатры, сертификаты на путешествия от «Связной Трэвел», уроки в Skyeng и другие бонусы от ВКонтакте и партнёров",not_edu_data
" Например, в [], [ английский язык»] или [, что я узнал»]",not_edu_data
" Почему-то я до сих пор вижу, что не все понимают, как именно надо его проводить",edu_data
 Дети стали с ней общаться,not_edu_data
" Одна моя знакомая ходит в церковь, читает молитвы, верит в бога",not_edu_data
"Пожалуйста, анонимно",not_edu_data
#Подслушано_дружба@overhearВ детстве хотела стать проституткой,not_edu_data
Когда выходной на диване в телефоне или пьянка,not_edu_data
"Профессия Верстальщика:  компьютеры были ошибкой?Александр Усков вместе с веб разработчиком Владиславом Козулей и embedded разработчиком Юрием Крупениным обсуждают проблемы обратной совместимости, эрозии знаний, почему мы не делаем больше простых вещей, что с этим делать и кто виноват",edu_data
,not_edu_data
 И всё это за 990 рублей,edu_data
"Ещё вместе заглянем в разные вкладки и настройки — чтобы собирать плейлисты, подписываться на новинки от любимых сообществ и экспертов, смотреть видео без интернета и включать субтитры",not_edu_data
" Соответственно, мне всегда нравился другой подход к разработке, упирающий, в отличие от TDD, именно на интеграционные тесты",edu_data
" [id2128351|Баста], [club24823541|«Сплин»], [club143990468|Zivert], [club109964404|The Hatters], [club4908135|Клава Кока] и ещё больше сорока артистов будут петь для вас в эти праздничные выходные",not_edu_data
" Можно анонсировать апдейт общих библиотек и поговорить на другие темы, которые касаются всех разработчиков",edu_data
" Уже на первых этапах понимаю, что дружбе полная и беспросветная пизда",not_edu_data
"Оригинал статьи:  Перевод:  ли искусственный интеллект и Big Data предотвратить следующую глобальную пандемию?Искусственный интеллект (ИИ) продемонстрировал большие перспективы в расширении человеческих возможностей в области здравоохранения, особенно в онкологии",edu_data
"я отошла на кухню и потом захожу в комнату , она его отталкивает, я поняла что то то не так , но особого значения не придала , но была в полном недоумении",not_edu_data
" Но иногда — об особенно важном: например, в Мурманске — о пельменях, в Новосибирске — о костюме горничной, в Санкт-Петербурге — о мире во всём мире",not_edu_data
" Он педант все у него должно быть правильно,много читает,живет по совести,очень религиозен4",not_edu_data
 И у каждого получилось выйти из нее,not_edu_data
" Через пару месяцев успокоилась,соскучилась и начала общение с ним",not_edu_data
 устроены цикл событий и стек вызовов в JavaScript  Цикл событий (event loop) — ключ к асинхронному программированию на JavaScript,edu_data
" И понимаю, но из-за нервов не могу сбросить вес назад",not_edu_data
 И мы не расписаны,not_edu_data
" Только я давно, а он развёлся всего за пару месяцев до нашего знакомства",not_edu_data
,not_edu_data
 По телевизору показали рекламу какого-то массажёра,not_edu_data
" И ныряйте в огромную библиотеку: фильмы, сериалы, телешоу, матчи, киберспортивные трансляции и ещё миллионы роликов других жанров — выбирайте любой в удобном рубрикаторе",not_edu_data
com/post/566700Эволюция Яндекс,edu_data
" Часть 1Учиться можно не только по книгам или YouTube, но и через подкасты",edu_data
" У меня же прошла любовь к моей возлюбленной волосы у нее нарощенные, губы сделаные, брови, реснички тоже, у моей же жены все свое",not_edu_data
"Гайд: что делать, если появились проблемы с доступом к ХекслетуВ начале марта у некоторых студентов Хекслета возникли проблемы с доступом к практике и к нашему сайту в целом",edu_data
 Спасибо,not_edu_data
" Три опытных PM-а из зарубежных IT-компаний расскажут о своих карьерных траекториях и задачах, которые они ежедневно решают",edu_data
 должность,not_edu_data
 прошу Анонимно имя изменено,not_edu_data
Мозговой штурм — коллективный поиск идей и/или решений,edu_data
" Кстати, учебник сам по себе является опенсорс-проектом",edu_data
" Клиенты и серверы взаимодействуют друг с другом по протоколу, основанному на сообщениях",edu_data
 У меня сердце закрыто было из-за определенных жизненных ситуаций ,not_edu_data
,not_edu_data
 Всё битком,not_edu_data
"#Подслушано_счастье@overhearВ детстве, помню, жила по соседству одна неблагополучная семья, в которой родители пили и плохо следили за тремя детьми",not_edu_data
 И это не последний праздничный сюрприз от нас,not_edu_data
"Отвечает на вопросы: Вячеслав Коновалов, бэкенд-разработчик",edu_data
 И последнее время ловлю себя на мысли что ХОЧУ её,not_edu_data
"Героиня нашего нового материала — выпускница МФТИ Саша Кондратенко, которая в рамках диплома решала проблему распознавания рукописного текста",edu_data
 Что тоже далеко не всегда просто ,not_edu_data
"Однако в тот же день, более поздним вечером, он снова появился в своей же машине на той же пешегодной дорожке",not_edu_data
 А уже через эту концепцию вы узнаете о решении многих других базовых проблем в программировании,edu_data
Добрызгалась,not_edu_data
]Не ищу совета просто хочу выговориться,not_edu_data
"В кой то веке реально влюбилась, захотелось отношений и человек признается тебе что любит другого, того кто с вами живет",not_edu_data
 Первая видеолекция курса появится в сообществе [club147415323|VK Tech] уже 15 июня,not_edu_data
 Я была самодостаточным человеком с не плохой зарплатой ,not_edu_data
com,not_edu_data
" Блогер Амиран Сардаров же утверждал своим фанатам то, что причиной их расставания стала разница в возрасте",not_edu_data
" Собрали самые популярные ответы в подборку:  Computer Science Center постоянно что-то происходит: расширяется география, запускаются онлайн-программы, открываются новые направления обучения",edu_data
"Вобщем я запуталась, дайте совет как поступитьУ МЕНЯ ВСЕ ХОРОШО, НО МНЕ ТАК ПЛОХО, ЧТО ЖИТЬ НЕ ХОЧЕТСЯ",not_edu_data
" Он начинал как битмейкер, а когда начал работать сольно, пообещал записывать по треку каждый день в течение года",not_edu_data
 Мужу 29,not_edu_data
" Позже мы стали встречаться, потом поженились, купили квартиру, завели собаку",not_edu_data
" Не живём в месте, но встречаемся часто",not_edu_data
" Приглашаем старшеклассников присоединиться!Что почитать об архитектуре, если «Банду четырёх» пока не осилить?Если вы хотите познакомиться с архитектурой сложных систем, шаблонами проектирования и способами масштабирования приложений, то почти любой опытный разработчик порекомендует вам книгу «Приёмы объектно-ориентированного проектирования",edu_data
,not_edu_data
 ,not_edu_data
 TopCoder: ,edu_data
" Принять участие в розыгрыше можно до 26 апреля, подробнее здесь:  VK Видео обновление для тех, кто не любит ждать",not_edu_data
js,edu_data
,not_edu_data
(я так думаю),not_edu_data
  — Design: The Groundbreaking Moments,edu_data
"Скорее регистрируйтесь и встретимся в прямом эфиреhttps:// ТОЧНЫЙ ПСИХОЛОГИЧЕСКИЙ ТЕСТ! У 96% совпало!  Скорее жми и смотри расшифровку в нашем Telegram 👇  ЗНАКОВ В ЛЮБВИ!Точность 94%!👇🏻ЖМИ 👇🏻 муж даже успокоить меня нормально не может😅НАКОНЕЦ-ТО ЗВЕЗДЫ СЛОЖИЛИСЬ: Оксана Самойлова устроила грандиозный праздник в день рождения себя и дочери😅Младшая дочь Самойловой Майя родилась с мамой в один день, что удручает многодетную мать, так как с её слов это неудобно в праздновании",not_edu_data
 Может дело во мне что не складывается возможно,not_edu_data
" Здорово, что учиться в этой школе можно в любое время и в любом месте",not_edu_data
Эпизод 1,edu_data
  В гайде объясняем основные идеи такого подхода на примерах,edu_data
"обида не прошла до сих пор,больно,не тянет к нему,как раньше",not_edu_data
"  -----------Набор на стажировку в Яндексе открыт: , которые помогут лучше понимать коллег-дизайнеров🙏  В IT-проектах принято чётко распределять обязанности — редко когда вопросы внешнего вида и юзабилити решают, скажем, маркетологи",edu_data
"На выбор — фильмы и сериалы, блоги и мемы, игровые стримы и спортивные трансляции",not_edu_data
" Пару раз мы встречались на улице, но я проходила мимо",not_edu_data
 Моё ожидание: Я начинаю принимать противозачаточные таблетки и моя жизнь заиграет яркими красками,not_edu_data
 Я была наивна и глупа,not_edu_data
⚡ Сотни тысяч новых авторов создали свои сообщества,not_edu_data
" За собой я смотрю, занимаюсь спортом итд",not_edu_data
"Его отец создал трогательную фотосессию, где его сын - может летать",not_edu_data
 Кнут— Искусство программирования,edu_data
Мы расстались,not_edu_data
 Для контроля статических типов не помешает освоить io-ts,edu_data
,not_edu_data
В семье творится треш,not_edu_data
 В моей жизни есть почти все для счастья,not_edu_data
 Меняйтесь снежинками с другими игроками или дарите их друзьям,not_edu_data
" Эти книги помогут получить знания, полезные будущим IT-специалистам",edu_data
"Чтобы получить доступ к новой функции, обновите мобильное приложение",not_edu_data
" Совещания по Адизесу | Шохам Адизес и Нир Бен ЛавиСын и многолетний ассистент прославленного Ицхака Адизеса выделяет из теории своего отца несколько факторов, о которых важно помнить во время рабочих встреч",edu_data
,not_edu_data
" Вторая позиция досталась звёздам k-pop — группе BTS, а третья — рэперу MORGENSHTERN",not_edu_data
«[club194351072|Клипы]» — это бесконечная лента с короткими видео на разные темы: от развлечений до образования,not_edu_data
"CS центр опубликовал 28 курсов по алгоритмам, математике, языкам программирования, базам данных и операционным системам",edu_data
"В октябре новую версию ВКонтакте для компьютера оценили 100 тысяч добровольцев, из них 78% продолжили использовать свежий дизайн",not_edu_data
" Правила акции:  и обещали, в наш день рождения представляем первых [ суперпризов] 🎁 В течение ближайших 24 часов пришлём победителям сообщение от сообщества ВКонтакте с инструкцией, как получить выигрыш",not_edu_data
"Я постепенно научилась управлять делами и временем в том формате, который для меня органичен и даёт лучший результат, так что поделюсь им",edu_data
,not_edu_data
" Если же на первых курсах вашего вуза матанализ изучают по другим учебникам (например, Владимира Зорича), эта книга послужит прекрасным дополнением и даже шпаргалкой",edu_data
 И знаете что? Я по прежнему скептик,not_edu_data
" Андрей Александреску опубликовал этот труд в 2001 году, поэтому он читается примерно как «Язык программирования С++» Страуструпа — но вы всегда будете ощущать пользу от прочитанного, даже программируя на C++20",edu_data
" К примеру, на третьем месте — k-pop-группа BTS",not_edu_data
"😒😒😒😉 👉🏻 БЕЗ коктейлей😉 👉🏻 БЕЗ голоданий😉 👉🏻 БЕЗ тренировок и даже КУШАЯ ЛЮБИМЫЕ СЛАДОСТИ!❌Никаких гербалайфов, бобов, бадов, энерджи и прочих других добавок",not_edu_data
 Меня это всегда очень обижало,not_edu_data
" Найдите и разбейте все, чтобы получить сразу два уникальных стиля для набора стикеров со Спотти",not_edu_data
" за автоматической разметкой данных будущее?Автоматическая разметка данных — новая функция, о которой сегодня часто говорят",edu_data
 А мне как соль на рану,not_edu_data
 Вы найдёте его во вкладке «Сервисы» мобильного приложения,not_edu_data
" Я и работаю, и проблемы решаю, он только пиво пьет, и в телефон играет, интима давно не было, он говорит мол я стала истеричной, злой",not_edu_data
"я всегда чувствовала , как он на неё смотрит",not_edu_data
 Вживую все издания можно найти в библиотеке образовательного центра «Сириус» в Сочи,edu_data
" Он чуть не снёс полку с наградами школы, побил завхоза, подрался с дежурным и ударил нашу учительницу по иностранному языку",not_edu_data
" На эфирах я разберу максимум ваших заданий, часто повторяющиеся ошибки, а лучшие находки точно будут освещены!  Ваш уровень мастерства абсолютно не важен, каждый найдёт здесь что-то для себя",not_edu_data
 Потому что она держала семью,not_edu_data
3,edu_data
" Тем, кто не сможет присутствовать очно, мы пришлём ссылку на трансляцию ближе к мероприятию",edu_data
,not_edu_data
 Встречайте партнёрскую программу — она заменит существующую рекламную сеть и станет основой единой платформы монетизации для создателей контента,not_edu_data
 Долго была одна и вот познакомилась,not_edu_data
" Творите добро, и фортуна улыбнётся вам",not_edu_data
,not_edu_data
,not_edu_data
" освоить профессию Python-разработчика? Переходите по ссылке:  техногуманитарий уволился с радио, переехал в Канаду и устроился тестировщиком в UnityИстория успеха нашего студента Леонида, который работал на радио, а потом стал программистом и устроился на работу в Unity",edu_data
 Приём заявок уже открыт,edu_data
 технологического рынка есть свои неизвестные герои,edu_data
Я ненормальная/ненормальный,not_edu_data
" А если не ставишь кино, то ей скучно",not_edu_data
" Например, уметь программировать — это твёрдый навык, верно? Но многие программисты обладают преимуществом в переговорах и обсуждениях",edu_data
"Как устроена работа программистов в [club72602887|Техническая поддержка сайтов HARDKOD] Рассказываем, что делают разработчики в команде Hardkod, с какими технологиями и проектами работают, как растут и чему учатся",edu_data
" В программе лекции от топовых сотрудников Яндекса, онлайн-конференция в метавселенной Roblox и, конечно, много общения с такими же, как вы, — амбициозными и изобретательными единомышленниками",edu_data
"  Мы ждём, что вы имеете техническое образование или опыт работы в любом направлении аналитики от 6 месяцев, на базовом уровне знаете SQL и умеете аргументировать свою точку зрения при помощи данных",edu_data
 Они частенько меня так обзывают и в игры свои не берут,not_edu_data
Запустили приложение VK Видео для Smart TV,not_edu_data
" Олимпиаду поддерживают компании JetBrains, Genotek, Яндекс и Serokell",edu_data
" Я ему говорю ну ведь есть же другие семьи, где мужчина занимает более пассивную позицию, женщина более деятельная и активная, чем он и она глава семьи",not_edu_data
 Мы его раздражаем,not_edu_data
" А если вам интересно узнать больше о возможностях Boost и его плюсах перед стандартной библиотекой, почитайте «Разработку приложений на С++ с использованием Boost» Антона Полухина — эксперта Яндекса",edu_data
 Я подошла и открыла своим ключом,not_edu_data
" Она уже доступна по ссылке , а также появится во вкладке «Сервисы» с обновлением мобильного приложения VK",not_edu_data
" Ещё очень сильно болею, нервничаю из за него, пришлось уволиться с работы из за болезни",not_edu_data
" Кроме того, в рейтинг попали популярные культурные и спортивные события: пользователи ВКонтакте следили за «Евровидением», премией «Оскар», Евро-2020 и Олимпиадой в Токио",not_edu_data
" У меня хорошая работа, зарплата очень нормальная была, я карьеристка",not_edu_data
 ещё и рассказывают какая она плохая,not_edu_data
"Артемий, спасибо за ролик, надеемся на скорую встречу!Каждый учебный год мы публикуем часть записей курсов CS центра",edu_data
,not_edu_data
 Набор открыт до 5 мая,edu_data
Продолжение — в следующих постах,edu_data
 Узнал случайно,not_edu_data
" Это записано на доске, это жёстко пресекается ведущим штурма, ну и вообще, это не продуктивно",edu_data
в данный момент сижу в декрете,not_edu_data
Ссылка: датасеты для машинного обучения и анализа данныхДля анализа данных и машинного обучения требуется много данных,edu_data
" Это означает, что когда мы передаём аргументы в количестве меньшем, чем арность функции, при частичном применении происходит вызов функции:const partialSum = partial(sum, 42)partialSum() // NaN, потому что 42 + undefined + undefinedВ то время как каррирование будет возвращать новые функции до тех пор, пока не наберётся достаточное число аргументов:const curriedSum = curry(sum)curriedSum(8) // новая функция — sum(8)curriedSum(8)(13) // ещё одна новая функция — sum(8, 13)curriedSum(8)(13)(21) // 42, потому что набралось нужное число аргументов🍕 Можно провести аналогию",edu_data
" В блоке «Собрано людьми» плейлисты пользователей и сообществ, с которыми совпадают вкусы, «Собрано алгоритмами» — рекомендации на основе ваших предпочтений, «Собрано редакцией» — плейлисты разных жанров от музыкальной редакции",not_edu_data
так что у меня нет сил говорить даже,not_edu_data
 Все какое то не мое,not_edu_data
" он к бабам, которые старше его намного лет, за деньги трахаться ездил",not_edu_data
" Ребята, ничего там нет! Просто абсолютная темнота",not_edu_data
" Почему до сегодняшнего дня,потому что познакомилась с мужчиной",not_edu_data
" Сам я психолог и знаю, откуда это пошло; это родом из детства",not_edu_data
" На днях модель показала, как выглядит ее живот после родов и это некоторых её подписчиков спугнуло, а у некоторых наоборот вызвало восхищение",not_edu_data
